Point_name,X_Coord,Y_Coord,Survey_date,Trap_type,Survey_no,ID,Surveyor_initials,Foliage_type,Foliage_length,Foliage_width,
Long_Trail_North_5,44.5293,-72.8170,7/7/2016,Foliage,3,Long_Trail_North_5_Foliage_3,SMH,Abies balsamea,50,25,
Long_Trail_North_5,44.5293,-72.8170,7/7/2016,Foliage,4,Long_Trail_North_5_Foliage_4,SMH,Abies balsamea,25,40,
Amherst_3,44.5292,-72.8151,7/14/2016,Pitfall,1,Amherst_3_Pitfall_1,SMH,,,,
Amherst_18,44.5326,-72.8163,7/14/2016,Pitfall,1,Amherst_18_Pitfall_1,SMH,,,,
Amherst_19,44.5329,-72.8162,7/14/2016,Pitfall,1,Amherst_19_Pitfall_1,SMH,,,,
Cliff_5,44.5300,-72.8147,7/14/2016,Pitfall,1,Cliff_5_Pitfall_1,SMH,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
,,,,,,__,,,,,
